,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,module
2389,GO:BP,GO:2000193,positive regulation of fatty acid transport,0.032063412909949754,True,"""Any process that activates or increases the frequency, rate or extent of fatty acid transport."" [GOC:BHF]",25,63,2,26963,0.031746031746031744,0.08,query_1,"['GO:0015908', 'GO:0032370', 'GO:0032892', 'GO:2000191']",Glut-M6
2390,GO:BP,GO:0044089,positive regulation of cellular component biogenesis,0.032063412909949754,True,"""Any process that activates or increases the frequency, rate or extent of cellular component biogenesis, a process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component."" [GOC:jl]",527,63,6,26963,0.09523809523809523,0.011385199240986717,query_1,"['GO:0044085', 'GO:0044087', 'GO:0048522']",Glut-M6
2391,GO:BP,GO:0032956,regulation of actin cytoskeleton organization,0.032063412909949754,True,"""Any process that modulates the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:mah]",344,63,5,26963,0.07936507936507936,0.014534883720930232,query_1,"['GO:0030036', 'GO:0032970', 'GO:0051493']",Glut-M6
2392,GO:BP,GO:0032879,regulation of localization,0.032063412909949754,True,"""Any process that modulates the frequency, rate or extent of any process in which a cell, a substance, or a cellular entity is transported to, or maintained in, a specific location."" [GOC:mah]",2151,63,13,26963,0.20634920634920634,0.00604370060437006,query_1,"['GO:0050789', 'GO:0051179']",Glut-M6
2393,GO:BP,GO:0045821,positive regulation of glycolytic process,0.032063412909949754,True,"""Any process that activates or increases the frequency, rate or extent of glycolysis."" [GOC:go_curators]",24,63,2,26963,0.031746031746031744,0.08333333333333333,query_1,"['GO:0006096', 'GO:0006110', 'GO:0033123', 'GO:0045913', 'GO:1903580']",Glut-M6
2394,GO:BP,GO:0007044,cell-substrate junction assembly,0.032063412909949754,True,"""The aggregation, arrangement and bonding together of a set of components to form a junction between a cell and its substrate."" [GOC:mah]",91,63,3,26963,0.047619047619047616,0.03296703296703297,query_1,"['GO:0034329', 'GO:0150115']",Glut-M6
2395,GO:BP,GO:0003407,neural retina development,0.032063412909949754,True,"""The progression of the neural retina over time from its initial formation to the mature structure. The neural retina is the part of the retina that contains neurons and photoreceptor cells."" [GOC:ascb_2009, GOC:dph, GOC:tb]",98,63,3,26963,0.047619047619047616,0.030612244897959183,query_1,"['GO:0048856', 'GO:0060041']",Glut-M6
2396,GO:BP,GO:0032303,regulation of icosanoid secretion,0.032063412909949754,True,"""Any process that modulates the frequency, rate or extent of the controlled release of an icosanoid from a cell."" [GOC:mah]",25,63,2,26963,0.031746031746031744,0.08,query_1,"['GO:0032309', 'GO:0051046', 'GO:2000191']",Glut-M6
2397,GO:BP,GO:0010666,positive regulation of cardiac muscle cell apoptotic process,0.032063412909949754,True,"""Any process that increases the rate or extent of cardiac cell apoptotic process, a form of programmed cell death induced by external or internal signals that trigger the activity of proteolytic caspases whose actions dismantle a cardiac muscle cell and result in its death."" [GOC:dph, GOC:mtg_apoptosis, GOC:tb]",24,63,2,26963,0.031746031746031744,0.08333333333333333,query_1,"['GO:0010659', 'GO:0010663', 'GO:0010665']",Glut-M6
2398,GO:BP,GO:0007517,muscle organ development,0.032063412909949754,True,"""The process whose specific outcome is the progression of the muscle over time, from its formation to the mature structure. The muscle is an organ consisting of a tissue made up of various elongated cells that are specialized to contract and thus to produce movement and mechanical work."" [GOC:jid, ISBN:0198506732]",362,63,5,26963,0.07936507936507936,0.013812154696132596,query_1,"['GO:0048513', 'GO:0061061']",Glut-M6
2399,GO:BP,GO:0009653,anatomical structure morphogenesis,0.032063412909949754,True,"""The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form."" [GOC:go_curators, ISBN:0521436125]",2769,63,15,26963,0.23809523809523808,0.005417118093174431,query_1,"['GO:0032502', 'GO:0048856']",Glut-M6
2400,GO:BP,GO:0010842,retina layer formation,0.032063412909949754,True,"""The process in which the vertebrate retina is organized into three laminae: the outer nuclear layer (ONL), which contains photoreceptor nuclei; the inner nuclear layer (INL), which contains amacrine, bipolar and horizontal cells; and the retinal ganglion cell (RGC) layer. Between the inner and outer nuclear layers, the outer plexiform layer (OPL) contains connections between the photoreceptors and bipolar and horizontal cells. The inner plexiform layer (IPL) is positioned between the INL and the ganglion cell layer and contains the dendrites of RGCs and processes of bipolar and amacrine cells. Spanning all layers of the retina are the radially oriented Mueller glia."" [GOC:ascb_2009, GOC:dph, GOC:tb, PMID:1270266]",24,63,2,26963,0.031746031746031744,0.08333333333333333,query_1,"['GO:0003407', 'GO:0048646', 'GO:0060042']",Glut-M6
2401,GO:BP,GO:0015812,gamma-aminobutyric acid transport,0.032063412909949754,True,"""The directed movement of gamma-aminobutyric acid (GABA, 4-aminobutyrate), an amino acid which acts as a neurotransmitter in some organisms, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:go_curators, ISBN:0198506732]",25,63,2,26963,0.031746031746031744,0.08,query_1,"['GO:0006865', 'GO:0046942', 'GO:0071705']",Glut-M6
2402,GO:BP,GO:0030813,positive regulation of nucleotide catabolic process,0.032063412909949754,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of nucleotides."" [GOC:mah]",24,63,2,26963,0.031746031746031744,0.08333333333333333,query_1,"['GO:0009166', 'GO:0009896', 'GO:0030811', 'GO:0045981']",Glut-M6
2403,GO:BP,GO:0120032,regulation of plasma membrane bounded cell projection assembly,0.032063412909949754,True,"""Any process that modulates the rate, frequency, or extent of plasma membrane bounded cell projection assembly."" [GOC:krc]",213,63,4,26963,0.06349206349206349,0.018779342723004695,query_1,"['GO:0060491', 'GO:0120031', 'GO:0120035']",Glut-M6
2404,GO:BP,GO:0023052,signaling,0.032063412909949754,True,"""The entirety of a process in which information is transmitted within a biological system. This process begins with an active signal and ends when a cellular response has been triggered."" [GOC:mtg_signal, GOC:mtg_signaling_feb11, GOC:signaling]",7507,63,29,26963,0.4603174603174603,0.003863061142933262,query_1,['GO:0050789'],Glut-M6
2405,GO:BP,GO:0150115,cell-substrate junction organization,0.032063412909949754,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cell-substrate junction. A cell-substrate junction is a specialized region of connection between a cell and the extracellular matrix."" [GOC:aruk, GOC:bc, PMID:10419689, PMID:1643657, PMID:16805308, PMID:26923917, PMID:8314002]",98,63,3,26963,0.047619047619047616,0.030612244897959183,query_1,['GO:0034330'],Glut-M6
2406,GO:BP,GO:0031401,positive regulation of protein modification process,0.032063412909949754,True,"""Any process that activates or increases the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]",709,63,7,26963,0.1111111111111111,0.009873060648801129,query_1,"['GO:0031399', 'GO:0036211', 'GO:0051247']",Glut-M6
2407,GO:BP,GO:0051493,regulation of cytoskeleton organization,0.032063412909949754,True,"""Any process that modulates the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:ai]",525,63,6,26963,0.09523809523809523,0.011428571428571429,query_1,"['GO:0007010', 'GO:0033043']",Glut-M6
2408,GO:BP,GO:0010663,positive regulation of striated muscle cell apoptotic process,0.032063412909949754,True,"""Any process that increases the rate or extent of striated muscle cell apoptotic process, a form of programmed cell death induced by external or internal signals that trigger the activity of proteolytic caspases whose actions dismantle a striated muscle cell and result in its death."" [GOC:dph, GOC:mtg_apoptosis, GOC:tb]",25,63,2,26963,0.031746031746031744,0.08,query_1,"['GO:0010658', 'GO:0010661', 'GO:0010662']",Glut-M6
2409,GO:BP,GO:0051492,regulation of stress fiber assembly,0.032063412909949754,True,"""Any process that modulates the frequency, rate or extent of the assembly of a stress fiber, a bundle of microfilaments and other proteins found in fibroblasts."" [GOC:ai]",97,63,3,26963,0.047619047619047616,0.030927835051546393,query_1,"['GO:0032231', 'GO:0043149', 'GO:0110020']",Glut-M6
2410,GO:BP,GO:0051402,neuron apoptotic process,0.032063412909949754,True,"""Any apoptotic process in a neuron, the basic cellular unit of nervous tissue. Each neuron consists of a body, an axon, and dendrites. Their purpose is to receive, conduct, and transmit impulses in the nervous system."" [CL:0000540, GOC:mtg_apoptosis]",360,63,5,26963,0.07936507936507936,0.013888888888888888,query_1,['GO:0006915'],Glut-M6
2411,GO:BP,GO:0031032,actomyosin structure organization,0.032063412909949754,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures containing both actin and myosin or paramyosin. The myosin may be organized into filaments."" [GOC:dph, GOC:jl, GOC:mah]",209,63,4,26963,0.06349206349206349,0.019138755980861243,query_1,['GO:0030036'],Glut-M6
2412,GO:BP,GO:0061061,muscle structure development,0.03208903197252702,True,"""The progression of a muscle structure over time, from its formation to its mature state. Muscle structures are contractile cells, tissues or organs that are found in multicellular organisms."" [GOC:dph]",736,63,7,26963,0.1111111111111111,0.009510869565217392,query_1,['GO:0048856'],Glut-M6
2413,GO:BP,GO:0060491,regulation of cell projection assembly,0.03208903197252702,True,"""Any process that modulates the rate, frequency, or extent of cell projection assembly."" [GOC:dph, GOC:tb]",216,63,4,26963,0.06349206349206349,0.018518518518518517,query_1,"['GO:0030031', 'GO:0031344', 'GO:0044087']",Glut-M6
2414,GO:BP,GO:0007154,cell communication,0.03208903197252702,True,"""Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:mah]",7538,63,29,26963,0.4603174603174603,0.003847174316794906,query_1,['GO:0009987'],Glut-M6
2415,GO:BP,GO:0007416,synapse assembly,0.03208903197252702,True,"""The aggregation, arrangement and bonding together of a set of components to form a synapse. This process ends when the synapse is mature (functional)."" [GOC:mah]",217,63,4,26963,0.06349206349206349,0.018433179723502304,query_1,"['GO:0007399', 'GO:0034329', 'GO:0050808']",Glut-M6
2416,GO:BP,GO:0019233,sensory perception of pain,0.03208903197252702,True,"""The series of events required for an organism to receive a painful stimulus, convert it to a molecular signal, and recognize and characterize the signal. Pain is medically defined as the physical sensation of discomfort or distress caused by injury or illness, so can hence be described as a harmful stimulus which signals current (or impending) tissue damage. Pain may come from extremes of temperature, mechanical damage, electricity or from noxious chemical substances. This is a neurological process."" [GOC:curators]",100,63,3,26963,0.047619047619047616,0.03,query_1,['GO:0007600'],Glut-M6
2417,GO:BP,GO:1901701,cellular response to oxygen-containing compound,0.03208903197252702,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."" [GOC:pr, GOC:TermGenie]",1430,63,10,26963,0.15873015873015872,0.006993006993006993,query_1,"['GO:0070887', 'GO:1901700']",Glut-M6
